ip.src,ip.dst,ip.len,ip.flags.df,ip.flags.mf,ip.fragment,ip.fragment.count,ip.fragments,ip.ttl,ip.proto,tcp.window_size,tcp.ack,tcp.seq,tcp.len,tcp.stream,tcp.urgent_pointer,tcp.flags,tcp.analysis.ack_rtt,tcp.segments,tcp.reassembled.length,http.request,udp.port,frame.time_relative,frame.time_delta,tcp.time_relative,tcp.time_delta
"10.0.2.15","10.0.2.2","60","True","False",,,,"64","6","64240","0","0","0","63","0","0x0002",,,,,,"25.554345000","0.000977000","0.000000000","0.000000000"
"10.0.2.2","10.0.2.15","40","True","False",,,,"64","6","0","1","1","0","49","0","0x0014","0.026419000",,,,,"25.555387000","0.001042000","0.026419000","0.026419000"
"10.0.2.15","10.0.2.2","40","True","False",,,,"64","6","0","0","1","0","10","0","0x0004",,,,,,"25.556241000","0.000854000","0.108281000","0.053622000"
"10.0.2.2","10.0.2.15","40","True","False",,,,"64","6","0","1","1","0","50","0","0x0014","0.023347000",,,,,"25.557217000","0.000976000","0.023347000","0.023347000"
"10.0.2.15","10.0.2.2","60","True","False",,,,"64","6","64240","0","0","0","64","0","0x0002",,,,,,"25.558192000","0.000975000","0.000000000","0.000000000"
"10.0.2.15","10.0.2.2","60","True","False",,,,"64","6","64240","0","0","0","65","0","0x0002",,,,,,"25.559169000","0.000977000","0.000000000","0.000000000"
"10.0.2.2","10.0.2.15","40","True","False",,,,"64","6","0","1","1","0","51","0","0x0014","0.024344000",,,,,"25.559169000","0.000000000","0.024344000","0.024344000"
"10.0.2.15","10.0.2.2","60","True","False",,,,"64","6","64240","0","0","0","66","0","0x0002",,,,,,"25.560145000","0.000976000","0.000000000","0.000000000"
"10.0.2.2","10.0.2.15","40","True","False",,,,"64","6","0","1","1","0","52","0","0x0014","0.024345000",,,,,"25.561121000","0.000976000","0.024345000","0.024345000"
"10.0.2.15","10.0.2.2","60","True","False",,,,"64","6","64240","0","0","0","67","0","0x0002",,,,,,"25.562097000","0.000976000","0.000000000","0.000000000"
"10.0.2.15","10.0.2.2","60","True","False",,,,"64","6","64240","0","0","0","68","0","0x0002",,,,,,"25.563269000","0.001172000","0.000000000","0.000000000"
"10.0.2.2","10.0.2.15","40","True","False",,,,"64","6","0","1","1","0","53","0","0x0014","0.025516000",,,,,"25.563269000","0.000000000","0.025516000","0.025516000"
"10.0.2.15","10.0.2.2","60","True","False",,,,"64","6","64240","0","0","0","69","0","0x0002",,,,,,"25.565024000","0.001755000","0.000000000","0.000000000"
"10.0.2.2","10.0.2.15","40","True","False",,,,"64","6","0","1","1","0","54","0","0x0014","0.027273000",,,,,"25.566001000","0.000977000","0.027273000","0.027273000"
"10.0.2.15","10.0.2.2","60","True","False",,,,"64","6","64240","0","0","0","70","0","0x0002",,,,,,"25.566978000","0.000977000","0.000000000","0.000000000"
"10.0.2.2","10.0.2.15","40","True","False",,,,"64","6","0","1","1","0","55","0","0x0014","0.028249000",,,,,"25.567953000","0.000975000","0.028249000","0.028249000"
"10.0.2.15","10.0.2.2","60","True","False",,,,"64","6","64240","0","0","0","71","0","0x0002",,,,,,"25.568930000","0.000977000","0.000000000","0.000000000"
